Order_ID,Date,Customer_ID,Product_ID,Channel,Quantity,Unit_Price,Total_Sales,Customer_Name,Gender,Age,City,Loyalty_Status,Product_Name,Category,Brand,Price,Supplier,Month,Year,Day
O002406,2025-02-23,C00256,P0073,Store,5,2182,10910,Mr. Russell Bautista,Male,40,Mumbai,Platinum,Charge Beaut,Beauty,Zara,2182,Davidson LLC,2,2025,Sunday
O002407,2026-01-09,C00676,P0065,Mobile App,2,13569,27138,Michele Novak,Female,27,Chennai,Platinum,Almost Sport,Sports,Zara,13569,Cisneros LLC,1,2026,Friday
O002408,2025-12-09,C00605,P0085,Mobile App,4,10996,43984,Heather Gates,Female,35,Bangalore,Gold,Friend Electronic,Electronics,Adidas,10996,Barton PLC,12,2025,Tuesday
O002409,2025-06-17,C00433,P0195,Mobile App,2,2617,5234,Steven Mcknight,Male,53,Mumbai,Platinum,More Hom,Home,Apple,2617,"Baker, Johnston and Chang",6,2025,Tuesday
O002410,2025-10-24,C00755,P0170,Online,2,227,454,Matthew Santana,Male,47,Mumbai,Platinum,Someone Electronic,Electronics,H&M,227,"Park, Sweeney and Mason",10,2025,Friday
O002411,2025-11-20,C00050,P0192,Store,4,7661,30644,Carolyn Skinner,Female,53,Kolkata,Platinum,Suddenly Beaut,Beauty,Adidas,7661,Moss-Ware,11,2025,Thursday
O002412,2025-03-15,C00650,P0047,Online,1,6452,6452,Michael Thomas,Male,53,Delhi,Gold,Deep Electronic,Electronics,H&M,6452,"Walker, Peterson and Smith",3,2025,Saturday
O002413,2025-07-23,C00331,P0061,Online,2,519,1038,Chad Smith,Male,22,Hyderabad,Gold,Ok Footwea,Footwear,Zara,519,"Sanchez, Morrison and Henry",7,2025,Wednesday
O002414,2025-09-05,C00879,P0147,Mobile App,4,11374,45496,Donald Smith,Female,42,Hyderabad,Gold,Wall Footwea,Footwear,Apple,11374,"Estes, Gonzalez and Park",9,2025,Friday
O002415,2025-07-27,C00463,P0049,Store,5,11345,56725,Hannah Smith,Male,47,Hyderabad,Gold,Guess Footwea,Footwear,Nike,11345,Bates Inc,7,2025,Sunday
O002416,2025-05-15,C00559,P0117,Marketplace,5,2344,11720,James Hubbard,Male,59,Hyderabad,Silver,Central Footwea,Footwear,H&M,2344,Lawson-Rivera,5,2025,Thursday
O002417,2025-12-02,C00787,P0031,Mobile App,3,11416,34248,Tamara Hayden,Male,39,Kolkata,Silver,Magazine Sport,Sports,Apple,11416,Perez-Osborne,12,2025,Tuesday
O002418,2025-05-11,C00350,P0087,Marketplace,2,14353,28706,Matthew Robinson,Male,19,Delhi,Platinum,Great Hom,Home,Zara,14353,Perez-Caldwell,5,2025,Sunday
O002419,2025-08-22,C00680,P0198,Online,5,1022,5110,Susan White,Female,47,Bangalore,Gold,Data Clothin,Clothing,Zara,1022,Taylor LLC,8,2025,Friday
O002420,2026-01-26,C00532,P0172,Mobile App,3,11082,33246,Virginia Lane,Female,36,Bangalore,Gold,Me Hom,Home,Adidas,11082,Conner and Sons,1,2026,Monday
O002421,2025-08-07,C00658,P0017,Online,3,1491,4473,Jennifer Meza,Female,20,Mumbai,Silver,Even Electronic,Electronics,H&M,1491,"Rivera, Chavez and Evans",8,2025,Thursday
O002422,2025-02-18,C00233,P0140,Marketplace,2,9389,18778,Dennis Kelly,Male,27,Delhi,Platinum,Bit Sport,Sports,H&M,9389,"Johnson, Cantu and Robertson",2,2025,Tuesday
O002423,2025-10-09,C00730,P0029,Mobile App,1,2877,2877,Jeff Edwards,Male,21,Delhi,Silver,Kitchen Sport,Sports,Apple,2877,Houston-Knox,10,2025,Thursday
O002424,2025-06-07,C00464,P0033,Marketplace,3,6772,20316,Adam Powers,Male,18,Hyderabad,Gold,Program Electronic,Electronics,Puma,6772,Lee-Patterson,6,2025,Saturday
O002425,2026-05-10,C00888,P0142,Store,1,9138,9138,Rita Jackson,Female,56,Hyderabad,Silver,Take Sport,Sports,Samsung,9138,Marshall-Marquez,5,2026,Sunday
O002426,2025-04-10,C00146,P0102,Store,5,4873,24365,Kenneth Robinson,Female,58,Mumbai,Gold,Author Footwea,Footwear,Zara,4873,Steele-Dominguez,4,2025,Thursday
O002427,2025-04-12,C00752,P0199,Mobile App,1,14099,14099,John Davis,Female,37,Mumbai,Silver,Or Beaut,Beauty,Apple,14099,Kim-Fields,4,2025,Saturday
O002428,2026-02-04,C00156,P0135,Online,5,10592,52960,Matthew Green,Female,32,Chennai,Gold,Size Electronic,Electronics,Adidas,10592,"Johnson, Ross and Barrera",2,2026,Wednesday
O002429,2025-10-04,C00236,P0137,Store,3,12834,38502,Sheila Ramirez,Female,35,Delhi,Platinum,Thousand Electronic,Electronics,Puma,12834,"Walters, Payne and Smith",10,2025,Saturday
O002430,2025-02-21,C00697,P0096,Store,2,1028,2056,Brian Shelton,Male,18,Hyderabad,Gold,Owner Beaut,Beauty,Adidas,1028,Cross PLC,2,2025,Friday
O002431,2025-04-26,C00864,P0163,Store,5,652,3260,Brandon Thornton,Female,52,Hyderabad,Gold,Everything Beaut,Beauty,Puma,652,"Cherry, Stark and Riley",4,2025,Saturday
O002432,2025-08-06,C00879,P0139,Store,5,9238,46190,Donald Smith,Female,42,Hyderabad,Gold,Record Sport,Sports,Zara,9238,"Johnson, Gonzalez and Kemp",8,2025,Wednesday
O002433,2026-05-07,C00993,P0072,Marketplace,1,7377,7377,Marie Olson,Male,48,Mumbai,Platinum,Institution Sport,Sports,Puma,7377,Pearson-Craig,5,2026,Thursday
O002434,2026-04-07,C00535,P0076,Marketplace,4,9841,39364,Jack Hood,Female,38,Delhi,Gold,Onto Beaut,Beauty,Apple,9841,"Rodriguez, Richardson and Baker",4,2026,Tuesday
O002435,2025-06-14,C00140,P0122,Mobile App,4,5918,23672,Michelle Obrien,Male,36,Mumbai,Gold,Civil Footwea,Footwear,Samsung,5918,Jones Group,6,2025,Saturday
O002436,2025-05-09,C00726,P0001,Mobile App,1,609,609,Allison Nelson,Male,35,Kolkata,Gold,Majority Sport,Sports,Adidas,609,Paul PLC,5,2025,Friday
O002437,2025-11-01,C00983,P0054,Online,5,12030,60150,Jacob Malone,Male,26,Hyderabad,Platinum,Three Hom,Home,Nike,12030,Todd-Wagner,11,2025,Saturday
O002438,2025-03-13,C00148,P0016,Marketplace,4,8985,35940,Cory Martinez,Female,52,Delhi,Silver,Just Electronic,Electronics,Zara,8985,Harris-Sanchez,3,2025,Thursday
O002439,2025-07-20,C00806,P0042,Store,2,8548,17096,Kelly Wells,Male,54,Bangalore,Gold,Sure Clothin,Clothing,Samsung,8548,Cunningham LLC,7,2025,Sunday
O002440,2025-07-20,C00606,P0166,Store,4,5863,23452,Larry Hernandez,Male,54,Delhi,Platinum,Else Electronic,Electronics,H&M,5863,Kerr and Sons,7,2025,Sunday
O002441,2025-02-06,C00232,P0064,Mobile App,3,1603,4809,Jodi Maldonado,Female,54,Chennai,Silver,Carry Clothin,Clothing,Adidas,1603,Nguyen LLC,2,2025,Thursday
O002442,2025-03-05,C00744,P0036,Store,4,6682,26728,Erik Harrison,Male,20,Kolkata,Silver,Sell Sport,Sports,Zara,6682,"Powell, Villarreal and Parker",3,2025,Wednesday
O002443,2025-03-14,C00689,P0053,Mobile App,4,2791,11164,Audrey Conway,Male,26,Hyderabad,Gold,Mouth Footwea,Footwear,H&M,2791,Jimenez LLC,3,2025,Friday
O002444,2025-01-06,C00653,P0195,Online,3,2617,7851,Melinda Hernandez,Male,49,Delhi,Silver,More Hom,Home,Apple,2617,"Baker, Johnston and Chang",1,2025,Monday
O002445,2025-09-26,C00106,P0134,Marketplace,3,14062,42186,John Gutierrez,Female,21,Delhi,Platinum,Kid Hom,Home,Sony,14062,Buchanan-Beck,9,2025,Friday
O002446,2025-06-02,C00842,P0060,Online,4,10013,40052,Samuel Mayer,Male,42,Delhi,Platinum,Project Beaut,Beauty,Nike,10013,Walters Inc,6,2025,Monday
O002447,2025-08-21,C00158,P0139,Online,5,9238,46190,Stephanie Koch,Female,60,Hyderabad,Silver,Record Sport,Sports,Zara,9238,"Johnson, Gonzalez and Kemp",8,2025,Thursday
O002448,2026-03-25,C00279,P0194,Online,3,8299,24897,Amanda Sanchez,Male,39,Kolkata,Platinum,American Sport,Sports,H&M,8299,Harris-Smith,3,2026,Wednesday
O002449,2025-02-27,C00642,P0098,Marketplace,3,6858,20574,Kim Jones,Female,55,Kolkata,Gold,Take Clothin,Clothing,Samsung,6858,Rivera-Noble,2,2025,Thursday
O002450,2025-03-28,C00898,P0110,Marketplace,5,9949,49745,Timothy Jones,Male,33,Mumbai,Gold,As Clothin,Clothing,Adidas,9949,Anderson-Mitchell,3,2025,Friday
O002451,2025-04-26,C00536,P0195,Online,3,2617,7851,Charles Branch,Female,44,Kolkata,Platinum,More Hom,Home,Apple,2617,"Baker, Johnston and Chang",4,2025,Saturday
O002452,2026-05-07,C00614,P0023,Mobile App,5,6427,32135,Linda Robertson,Female,52,Kolkata,Gold,Every Clothin,Clothing,Adidas,6427,Garcia-Reed,5,2026,Thursday
O002453,2026-03-05,C00719,P0062,Marketplace,4,14596,58384,Rachel Porter,Female,41,Chennai,Platinum,Meet Electronic,Electronics,Puma,14596,Miller LLC,3,2026,Thursday
O002454,2025-11-23,C00108,P0108,Mobile App,1,1131,1131,Donald Davis,Female,21,Delhi,Gold,Loss Beaut,Beauty,Samsung,1131,"Bell, Christian and Jarvis",11,2025,Sunday
O002455,2026-04-09,C00258,P0186,Mobile App,3,10994,32982,Sara Price,Female,30,Delhi,Platinum,Leg Sport,Sports,Samsung,10994,Cobb LLC,4,2026,Thursday
O002456,2025-07-02,C00086,P0108,Online,3,1131,3393,Ann Williams,Male,45,Kolkata,Platinum,Loss Beaut,Beauty,Samsung,1131,"Bell, Christian and Jarvis",7,2025,Wednesday
O002457,2025-05-05,C00600,P0026,Marketplace,4,11180,44720,Courtney Camacho,Female,59,Chennai,Silver,Relationship Footwea,Footwear,Apple,11180,"Villanueva, Clarke and Gray",5,2025,Monday
O002458,2025-08-11,C00682,P0057,Mobile App,5,13989,69945,Paige Daugherty,Female,22,Chennai,Gold,Task Sport,Sports,Sony,13989,Diaz-Murray,8,2025,Monday
O002459,2025-10-15,C00622,P0027,Marketplace,4,10180,40720,Veronica Terry,Male,40,Kolkata,Gold,Interest Footwea,Footwear,Adidas,10180,"Lynch, Collins and Fowler",10,2025,Wednesday
O002460,2026-03-22,C00948,P0156,Marketplace,5,3844,19220,Dawn Bennett,Female,36,Bangalore,Platinum,Appear Electronic,Electronics,Zara,3844,"Strickland, Kelly and Lewis",3,2026,Sunday
O002461,2025-02-25,C00605,P0011,Online,5,4752,23760,Heather Gates,Female,35,Bangalore,Gold,Try Hom,Home,Puma,4752,Hall PLC,2,2025,Tuesday
O002462,2025-03-02,C00990,P0148,Store,1,5994,5994,Wanda Stewart,Male,51,Hyderabad,Platinum,Front Clothin,Clothing,Adidas,5994,Byrd-Morton,3,2025,Sunday
O002463,2025-12-11,C00727,P0093,Marketplace,5,4763,23815,Theresa Copeland,Male,50,Delhi,Silver,Option Hom,Home,Samsung,4763,"Robinson, Smith and Barr",12,2025,Thursday
O002464,2025-06-27,C00663,P0101,Marketplace,1,6596,6596,Traci Powell,Female,24,Hyderabad,Platinum,Maintain Hom,Home,Nike,6596,"Walker, Leonard and Murphy",6,2025,Friday
O002465,2026-03-19,C00536,P0118,Online,5,7691,38455,Charles Branch,Female,44,Kolkata,Platinum,Suggest Sport,Sports,Sony,7691,"Hooper, Cole and Tucker",3,2026,Thursday
O002466,2025-12-09,C00930,P0103,Online,4,2736,10944,Kirsten Lopez,Male,48,Kolkata,Platinum,Chance Hom,Home,Zara,2736,Christian Inc,12,2025,Tuesday
O002467,2025-04-03,C00025,P0056,Mobile App,5,14462,72310,James Gonzalez,Female,44,Mumbai,Silver,Foot Clothin,Clothing,Adidas,14462,Smith-Martinez,4,2025,Thursday
O002468,2026-04-17,C00423,P0026,Online,3,11180,33540,Jessica Rollins,Male,44,Chennai,Gold,Relationship Footwea,Footwear,Apple,11180,"Villanueva, Clarke and Gray",4,2026,Friday
O002469,2026-03-11,C00913,P0187,Mobile App,4,8645,34580,Donna Walters,Female,37,Hyderabad,Silver,Green Electronic,Electronics,Sony,8645,Luna-Maldonado,3,2026,Wednesday
O002470,2025-06-30,C00997,P0092,Store,3,2496,7488,Thomas Elliott,Female,38,Delhi,Gold,Again Clothin,Clothing,Zara,2496,"Stephens, Murphy and Taylor",6,2025,Monday
O002471,2026-02-06,C00049,P0071,Mobile App,4,11204,44816,Mary Gonzalez,Female,34,Mumbai,Gold,Certain Footwea,Footwear,H&M,11204,Cooper-Ramos,2,2026,Friday
O002472,2026-01-29,C00813,P0118,Store,3,7691,23073,Kristin Reid,Male,51,Bangalore,Silver,Suggest Sport,Sports,Sony,7691,"Hooper, Cole and Tucker",1,2026,Thursday
O002473,2026-01-30,C00885,P0054,Mobile App,5,12030,60150,Kevin Roberts MD,Female,37,Mumbai,Gold,Three Hom,Home,Nike,12030,Todd-Wagner,1,2026,Friday
O002474,2026-01-21,C00357,P0190,Store,4,600,2400,Darren Wang,Female,33,Kolkata,Silver,Behind Clothin,Clothing,Samsung,600,Scott PLC,1,2026,Wednesday
O002475,2025-06-20,C00361,P0128,Store,1,4533,4533,Julie Atkinson,Female,30,Kolkata,Silver,Watch Electronic,Electronics,Samsung,4533,"Cook, Butler and Jefferson",6,2025,Friday
O002476,2025-02-21,C00937,P0082,Online,3,9034,27102,Stephen Willis,Male,38,Hyderabad,Silver,Represent Hom,Home,Apple,9034,Arias-Cherry,2,2025,Friday
O002477,2025-06-10,C00637,P0164,Marketplace,4,3125,12500,Mr. Terry Hodge PhD,Male,35,Hyderabad,Silver,Tell Electronic,Electronics,Sony,3125,"Allen, Smith and Brewer",6,2025,Tuesday
O002478,2026-01-23,C00392,P0164,Store,2,3125,6250,Christopher Peterson,Male,38,Hyderabad,Gold,Tell Electronic,Electronics,Sony,3125,"Allen, Smith and Brewer",1,2026,Friday
O002479,2025-06-29,C00346,P0068,Marketplace,4,8845,35380,Charles Jefferson MD,Female,46,Kolkata,Platinum,Purpose Clothin,Clothing,Sony,8845,"Cruz, Brown and Johnson",6,2025,Sunday
O002480,2026-05-07,C00173,P0093,Mobile App,2,4763,9526,Lisa Chavez,Female,57,Delhi,Platinum,Option Hom,Home,Samsung,4763,"Robinson, Smith and Barr",5,2026,Thursday
O002481,2025-04-08,C00596,P0005,Mobile App,1,688,688,Michael Aguirre,Female,56,Chennai,Silver,Peace Hom,Home,Nike,688,"Miller, Gibbs and Underwood",4,2025,Tuesday
O002482,2025-06-01,C00775,P0130,Store,5,4662,23310,Rebecca Anderson,Female,34,Kolkata,Silver,Build Beaut,Beauty,Samsung,4662,Berry and Sons,6,2025,Sunday
O002483,2025-12-23,C00078,P0102,Store,5,4873,24365,Michael Hudson,Female,54,Chennai,Silver,Author Footwea,Footwear,Zara,4873,Steele-Dominguez,12,2025,Tuesday
O002484,2025-12-31,C00613,P0024,Marketplace,1,10615,10615,Tracy Roberts,Female,55,Bangalore,Platinum,Fly Footwea,Footwear,Zara,10615,Payne-Pollard,12,2025,Wednesday
O002485,2026-01-02,C00349,P0068,Mobile App,2,8845,17690,Ariel Esparza,Female,41,Chennai,Platinum,Purpose Clothin,Clothing,Sony,8845,"Cruz, Brown and Johnson",1,2026,Friday
O002486,2026-04-17,C00395,P0102,Online,2,4873,9746,Richard Brooks,Male,35,Bangalore,Silver,Author Footwea,Footwear,Zara,4873,Steele-Dominguez,4,2026,Friday
O002487,2025-11-11,C00584,P0189,Online,3,3880,11640,Cheyenne Sandoval,Female,35,Kolkata,Silver,Wrong Clothin,Clothing,Sony,3880,"Orozco, Farrell and Martinez",11,2025,Tuesday
O002488,2025-08-15,C00846,P0083,Online,2,4181,8362,Christina Santiago,Male,24,Mumbai,Silver,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,8,2025,Friday
O002489,2025-03-21,C00684,P0063,Mobile App,5,1149,5745,Leslie Smith,Female,38,Mumbai,Gold,Learn Footwea,Footwear,Apple,1149,Hall Group,3,2025,Friday
O002490,2025-04-25,C00854,P0007,Store,4,9395,37580,William Watson,Male,48,Kolkata,Gold,Site Beaut,Beauty,Nike,9395,"Gonzales, Lynch and Griffith",4,2025,Friday
O002491,2025-08-14,C00664,P0063,Store,2,1149,2298,Shawn Phillips,Male,37,Kolkata,Gold,Learn Footwea,Footwear,Apple,1149,Hall Group,8,2025,Thursday
O002492,2025-06-01,C00250,P0038,Online,1,4240,4240,Melissa Allison,Male,57,Bangalore,Platinum,Appear Footwea,Footwear,Samsung,4240,Huerta Inc,6,2025,Sunday
O002493,2026-03-06,C00450,P0157,Marketplace,4,5928,23712,Danny Cole,Male,44,Mumbai,Platinum,These Clothin,Clothing,Zara,5928,"Chambers, Lynch and Browning",3,2026,Friday
O002494,2025-10-18,C00197,P0143,Marketplace,5,9743,48715,David Mcmillan,Female,51,Kolkata,Platinum,Same Electronic,Electronics,Puma,9743,"Jones, Miller and Cantrell",10,2025,Saturday
O002495,2025-10-25,C00410,P0048,Marketplace,5,8869,44345,Cathy Johnson,Male,42,Chennai,Gold,Near Beaut,Beauty,Zara,8869,"Hahn, Patrick and Fischer",10,2025,Saturday
O002496,2025-12-28,C00816,P0192,Mobile App,3,7661,22983,Elaine Morton,Male,27,Chennai,Platinum,Suddenly Beaut,Beauty,Adidas,7661,Moss-Ware,12,2025,Sunday
O002497,2025-07-09,C00374,P0068,Store,4,8845,35380,Teresa Gregory,Female,26,Chennai,Platinum,Purpose Clothin,Clothing,Sony,8845,"Cruz, Brown and Johnson",7,2025,Wednesday
O002498,2025-07-02,C00079,P0082,Store,5,9034,45170,Tamara Keith,Male,31,Hyderabad,Silver,Represent Hom,Home,Apple,9034,Arias-Cherry,7,2025,Wednesday
O002499,2026-02-12,C00552,P0083,Store,2,4181,8362,Crystal Calderon,Male,19,Chennai,Platinum,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,2,2026,Thursday
O002500,2025-12-29,C00488,P0025,Mobile App,5,6265,31325,James Allison,Female,47,Chennai,Silver,Type Footwea,Footwear,Samsung,6265,Thomas Group,12,2025,Monday
O002501,2025-04-27,C00738,P0027,Mobile App,5,10180,50900,Ryan Walton,Female,35,Chennai,Silver,Interest Footwea,Footwear,Adidas,10180,"Lynch, Collins and Fowler",4,2025,Sunday
O002502,2026-02-25,C00230,P0184,Marketplace,5,11269,56345,Karen Romero MD,Male,42,Bangalore,Gold,Support Hom,Home,Zara,11269,"Crawford, Rich and Ballard",2,2026,Wednesday
O002503,2026-03-05,C00055,P0069,Marketplace,5,3670,18350,Jacqueline Rivera,Male,43,Hyderabad,Silver,Glass Beaut,Beauty,H&M,3670,Burgess-Miranda,3,2026,Thursday
O002504,2025-09-12,C00606,P0159,Marketplace,4,6728,26912,Larry Hernandez,Male,54,Delhi,Platinum,Including Electronic,Electronics,Apple,6728,Taylor PLC,9,2025,Friday
O002505,2025-01-12,C00574,P0017,Marketplace,2,1491,2982,Katherine Taylor,Male,39,Chennai,Platinum,Even Electronic,Electronics,H&M,1491,"Rivera, Chavez and Evans",1,2025,Sunday
O002506,2026-04-04,C00356,P0144,Marketplace,1,7241,7241,Samantha Brown,Female,43,Mumbai,Platinum,Move Beaut,Beauty,Samsung,7241,"Garcia, Baker and Garcia",4,2026,Saturday
O002507,2025-02-02,C00699,P0181,Mobile App,2,5178,10356,Gary Martinez,Female,22,Delhi,Gold,Area Beaut,Beauty,Nike,5178,Anderson Group,2,2025,Sunday
O002508,2025-10-19,C00259,P0017,Online,3,1491,4473,Joel Kelley,Male,59,Kolkata,Silver,Even Electronic,Electronics,H&M,1491,"Rivera, Chavez and Evans",10,2025,Sunday
O002509,2025-09-09,C00442,P0183,Store,5,7818,39090,Nichole Garrett,Female,43,Mumbai,Silver,Fill Beaut,Beauty,Puma,7818,"Foley, Henry and Carr",9,2025,Tuesday
O002510,2025-12-05,C00463,P0102,Mobile App,2,4873,9746,Hannah Smith,Male,47,Hyderabad,Gold,Author Footwea,Footwear,Zara,4873,Steele-Dominguez,12,2025,Friday
O002511,2025-06-19,C00239,P0138,Marketplace,3,2847,8541,Charlene Clark,Female,20,Delhi,Gold,In Clothin,Clothing,Sony,2847,Bush-Lambert,6,2025,Thursday
O002512,2025-12-15,C00601,P0037,Mobile App,5,2540,12700,Audrey Holden DDS,Female,38,Chennai,Platinum,Read Sport,Sports,Zara,2540,Patrick-Dawson,12,2025,Monday
O002513,2025-01-28,C00730,P0002,Mobile App,5,4212,21060,Jeff Edwards,Male,21,Delhi,Silver,Fast Sport,Sports,Sony,4212,Crawford-Medina,1,2025,Tuesday
O002514,2026-02-01,C00073,P0151,Online,1,14641,14641,Kathryn Davis,Male,27,Delhi,Platinum,Out Clothin,Clothing,Samsung,14641,"Miller, Collins and Lewis",2,2026,Sunday
O002515,2026-01-09,C00166,P0136,Store,4,922,3688,James Wallace,Male,27,Delhi,Platinum,Skill Hom,Home,Sony,922,"Ramirez, Williams and Lee",1,2026,Friday
O002516,2026-02-01,C00778,P0064,Store,5,1603,8015,Stephanie Lopez,Male,33,Mumbai,Gold,Carry Clothin,Clothing,Adidas,1603,Nguyen LLC,2,2026,Sunday
O002517,2025-11-29,C00952,P0047,Marketplace,1,6452,6452,Christopher Owens,Male,26,Delhi,Platinum,Deep Electronic,Electronics,H&M,6452,"Walker, Peterson and Smith",11,2025,Saturday
O002518,2025-06-19,C00092,P0187,Online,1,8645,8645,Benjamin Hunter,Female,46,Kolkata,Platinum,Green Electronic,Electronics,Sony,8645,Luna-Maldonado,6,2025,Thursday
O002519,2025-12-25,C00972,P0104,Marketplace,5,3766,18830,Gabriel Taylor,Male,24,Mumbai,Platinum,Cause Clothin,Clothing,Sony,3766,"Morris, Johnson and Farrell",12,2025,Thursday
O002520,2025-12-23,C00486,P0105,Store,4,12454,49816,Todd Howard,Female,23,Chennai,Gold,Position Electronic,Electronics,Nike,12454,Schroeder Ltd,12,2025,Tuesday
O002521,2025-02-19,C00319,P0088,Mobile App,2,11232,22464,Michael Campbell,Male,58,Chennai,Platinum,Score Sport,Sports,Nike,11232,"Wise, Taylor and Callahan",2,2025,Wednesday
O002522,2026-03-27,C00259,P0046,Marketplace,4,9971,39884,Joel Kelley,Male,59,Kolkata,Silver,Happy Sport,Sports,H&M,9971,Singleton-Yates,3,2026,Friday
O002523,2025-05-14,C00412,P0024,Store,2,10615,21230,Tanya Ford,Male,26,Kolkata,Gold,Fly Footwea,Footwear,Zara,10615,Payne-Pollard,5,2025,Wednesday
O002524,2025-11-28,C00649,P0059,Online,3,9037,27111,April Kelly,Male,49,Hyderabad,Platinum,Simple Footwea,Footwear,Samsung,9037,"Gonzalez, Bates and Ross",11,2025,Friday
O002525,2026-01-20,C00097,P0087,Mobile App,4,14353,57412,Jordan Thomas,Female,35,Delhi,Platinum,Great Hom,Home,Zara,14353,Perez-Caldwell,1,2026,Tuesday
O002526,2025-02-01,C00571,P0006,Online,5,4011,20055,Randall Williams,Female,42,Hyderabad,Silver,Still Electronic,Electronics,Apple,4011,Hernandez-Fernandez,2,2025,Saturday
O002527,2025-02-18,C00173,P0175,Online,3,5544,16632,Lisa Chavez,Female,57,Delhi,Platinum,Center Footwea,Footwear,H&M,5544,"Blake, Rodriguez and Crawford",2,2025,Tuesday
O002528,2025-01-03,C00335,P0136,Marketplace,1,922,922,Katherine Gordon,Male,59,Delhi,Gold,Skill Hom,Home,Sony,922,"Ramirez, Williams and Lee",1,2025,Friday
O002529,2026-02-14,C00927,P0079,Mobile App,1,14284,14284,Anthony Dennis,Male,40,Delhi,Platinum,Look Electronic,Electronics,Nike,14284,Austin-Lopez,2,2026,Saturday
O002530,2025-04-07,C00652,P0018,Marketplace,2,13788,27576,Gabrielle Holmes,Female,57,Kolkata,Gold,Each Beaut,Beauty,Sony,13788,Cardenas PLC,4,2025,Monday
O002531,2025-04-22,C01000,P0047,Mobile App,5,6452,32260,Shane Harris,Female,46,Chennai,Gold,Deep Electronic,Electronics,H&M,6452,"Walker, Peterson and Smith",4,2025,Tuesday
O002532,2025-11-04,C00384,P0025,Store,2,6265,12530,John Martinez,Male,20,Hyderabad,Platinum,Type Footwea,Footwear,Samsung,6265,Thomas Group,11,2025,Tuesday
O002533,2025-09-17,C00153,P0113,Marketplace,2,10347,20694,Victoria Baird,Female,36,Kolkata,Platinum,Price Beaut,Beauty,Nike,10347,Carter-Nicholson,9,2025,Wednesday
O002534,2025-01-20,C00958,P0008,Online,5,3811,19055,Sydney Howard,Male,44,Bangalore,Gold,Rock Clothin,Clothing,H&M,3811,"Rowland, Robinson and Bryant",1,2025,Monday
O002535,2025-02-25,C00358,P0080,Store,3,8623,25869,Emily Smith,Male,49,Chennai,Gold,Must Footwea,Footwear,Adidas,8623,Turner-Oneill,2,2025,Tuesday
O002536,2025-03-27,C00922,P0152,Online,5,3138,15690,Lynn Harvey,Male,52,Hyderabad,Gold,Word Hom,Home,Nike,3138,Wheeler LLC,3,2025,Thursday
O002537,2025-11-05,C00159,P0128,Mobile App,2,4533,9066,Timothy Hoffman,Male,58,Hyderabad,Silver,Watch Electronic,Electronics,Samsung,4533,"Cook, Butler and Jefferson",11,2025,Wednesday
O002538,2026-03-02,C00399,P0117,Marketplace,5,2344,11720,Robert Hoffman,Female,30,Delhi,Gold,Central Footwea,Footwear,H&M,2344,Lawson-Rivera,3,2026,Monday
O002539,2025-02-03,C00347,P0030,Store,5,4622,23110,Michael Mooney,Female,57,Bangalore,Gold,Provide Hom,Home,H&M,4622,"Martin, Bird and Long",2,2025,Monday
O002540,2025-05-03,C00984,P0094,Marketplace,2,14527,29054,Raymond Duarte,Male,28,Kolkata,Gold,Show Hom,Home,Apple,14527,Durham Ltd,5,2025,Saturday
O002541,2025-01-22,C00367,P0049,Online,4,11345,45380,Robert Hernandez,Male,30,Delhi,Silver,Guess Footwea,Footwear,Nike,11345,Bates Inc,1,2025,Wednesday
O002542,2025-02-20,C00869,P0123,Online,5,6254,31270,Jonathan Ruiz,Male,45,Kolkata,Platinum,Line Electronic,Electronics,Apple,6254,"Pittman, Newman and Knox",2,2025,Thursday
O002543,2026-04-12,C00540,P0170,Marketplace,3,227,681,Bradley Brown,Male,49,Chennai,Platinum,Someone Electronic,Electronics,H&M,227,"Park, Sweeney and Mason",4,2026,Sunday
O002544,2025-11-26,C00206,P0194,Mobile App,5,8299,41495,Steven Mays,Female,42,Chennai,Platinum,American Sport,Sports,H&M,8299,Harris-Smith,11,2025,Wednesday
O002545,2025-08-18,C00782,P0083,Store,2,4181,8362,Danielle Brown,Male,25,Kolkata,Silver,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,8,2025,Monday
O002546,2025-07-26,C00446,P0075,Marketplace,4,9838,39352,James Brock,Female,53,Hyderabad,Gold,Official Footwea,Footwear,Nike,9838,"Ross, Lane and Roth",7,2025,Saturday
O002547,2025-01-13,C00504,P0022,Online,4,14213,56852,Audrey Lee,Male,60,Bangalore,Platinum,Guess Footwea,Footwear,Adidas,14213,"Wallace, Martin and Rocha",1,2025,Monday
O002548,2025-09-05,C00625,P0083,Marketplace,5,4181,20905,Corey Johnson,Female,47,Delhi,Platinum,Box Clothin,Clothing,Zara,4181,Mooney-Hartman,9,2025,Friday
O002549,2026-02-07,C00790,P0079,Mobile App,4,14284,57136,Jacqueline Smith,Female,45,Delhi,Gold,Look Electronic,Electronics,Nike,14284,Austin-Lopez,2,2026,Saturday
O002550,2025-09-28,C00852,P0198,Online,1,1022,1022,Elizabeth Roberts,Female,30,Kolkata,Silver,Data Clothin,Clothing,Zara,1022,Taylor LLC,9,2025,Sunday
